3685,4.11,993.06,20.78,0.6740,4.5178,8.6802,-0.7,-0.1,-0.3,-220.5,-81.3,-117.9
3695,4.11,992.97,20.78,0.6943,4.5454,8.6442,-0.6,-0.2,-0.3,-198.9,-107.7,-113.1
3705,4.11,992.87,20.78,0.6716,4.5514,8.6430,-0.6,-0.2,-0.3,-203.7,-90.9,-107.7
3715,4.11,992.75,20.78,0.6333,4.5059,8.6490,-0.7,-0.1,-0.3,-184.5,-66.9,-116.1
3725,4.11,992.73,20.78,0.6943,4.5095,8.6718,-0.4,-0.3,-0.3,-218.1,-93.3,-110.7
3735,4.11,992.62,20.78,0.7027,4.5538,8.6694,-0.3,-0.1,-0.4,-196.5,-86.1,-118.5
3745,4.11,992.58,20.78,0.6847,4.5514,8.6730,-0.2,0.2,-0.5,-208.5,-98.1,-117.9
3755,4.11,992.50,20.78,0.6788,4.5466,8.6694,-0.2,0.2,-0.5,-206.1,-90.9,-109.5
3765,4.11,992.49,20.78,0.6476,4.5550,8.6191,-0.2,0.2,-0.4,-203.7,-86.1,-115.5
3775,4.11,992.42,20.78,0.6201,4.5478,8.6227,-0.4,0.1,-0.4,-186.9,-93.3,-116.1
3785,4.11,992.38,20.78,0.6764,4.5502,8.6658,-0.4,0.0,-0.4,-220.5,-83.7,-115.5
3795,4.11,992.32,20.78,0.6931,4.5466,8.6766,-0.3,0.1,-0.4,-172.5,-95.7,-114.9
3805,4.11,992.30,20.78,0.6261,4.5190,8.6335,-0.3,0.1,-0.4,-201.3,-86.1,-114.3
3815,4.11,992.23,20.78,0.6632,4.5418,8.6766,-0.3,0.0,-0.4,-203.7,-74.1,-110.1
3825,4.11,992.21,20.78,0.6584,4.5394,8.6359,-0.3,-0.1,-0.3,-186.9,-107.7,-102.9
3835,4.11,992.15,20.78,0.6488,4.5418,8.6323,-0.4,-0.1,-0.3,-198.9,-59.7,-116.1
3845,4.11,992.18,20.78,0.6823,4.5514,8.6311,-0.5,-0.3,-0.3,-201.3,-100.5,-109.5
3855,4.11,992.16,20.78,0.6967,4.5394,8.6263,-0.5,-0.3,-0.2,-210.9,-86.1,-107.1
3865,4.11,992.13,20.78,0.6752,4.5466,8.6263,-0.6,-0.2,-0.3,-194.1,-86.1,-110.1
3875,4.11,992.09,20.78,0.6847,4.5202,8.6359,-0.9,-0.3,-0.4,-206.1,-100.5,-113.1
3885,4.11,992.10,20.78,0.6704,4.5478,8.6227,-0.7,-0.3,-0.4,-189.3,-50.1,-113.7
3895,4.11,992.10,20.78,0.6704,4.5585,8.6263,-0.8,-0.3,-0.4,-210.9,-62.1,-114.3
3905,4.11,991.95,20.78,0.6536,4.5083,8.6514,-0.7,-0.3,-0.4,-210.9,-105.3,-106.5
3915,4.11,992.09,20.78,0.6560,4.4999,8.6706,-0.8,-0.5,-0.4,-196.5,-83.7,-108.9
3925,4.11,991.97,20.78,0.6895,4.5382,8.6430,-0.8,-0.6,-0.3,-167.7,-98.1,-107.7
3935,4.11,991.97,20.78,0.6788,4.5298,8.6826,-0.7,-0.5,-0.2,-189.3,-81.3,-109.5
3945,4.11,991.94,20.78,0.6883,4.5047,8.6790,-0.7,-0.5,-0.3,-184.5,-90.9,-110.1
3955,4.11,991.89,20.78,0.6919,4.5214,8.6514,-0.5,-0.5,-0.3,-206.1,-105.3,-109.5
3965,4.11,991.90,20.78,0.6560,4.5047,8.6383,-0.5,-0.4,-0.3,-201.3,-90.9,-113.1
3975,4.11,991.93,20.78,0.6704,4.5095,8.6634,-0.4,-0.4,-0.3,-198.9,-78.9,-107.1
3985,4.11,991.87,20.78,0.7171,4.5346,8.6454,-0.4,-0.2,-0.3,-203.7,-86.1,-118.5
3995,4.11,991.88,20.78,0.7063,4.5047,8.6454,-0.4,-0.3,-0.3,-162.9,-95.7,-118.5
4005,4.11,991.86,20.78,0.6500,4.5023,8.6658,-0.3,-0.3,-0.3,-194.1,-88.5,-122.1
4015,4.11,991.89,20.78,0.6764,4.5310,8.6670,-0.3,-0.2,-0.3,-177.3,-66.9,-101.7
4025,4.11,991.90,20.78,0.7111,4.5334,8.6718,-0.4,-0.2,-0.3,-208.5,-100.5,-118.5
4035,4.11,991.90,20.78,0.7075,4.5119,8.6730,-0.5,-0.1,-0.3,-194.1,-83.7,-120.3
4045,4.11,991.78,20.78,0.7147,4.5370,8.6814,-0.4,-0.1,-0.3,-196.5,-83.7,-114.3
4055,4.11,991.83,20.78,0.6943,4.5334,8.6538,-0.4,-0.2,-0.4,-189.3,-88.5,-111.3
4065,4.11,991.82,20.78,0.6536,4.5167,8.6371,-0.4,-0.3,-0.4,-198.9,-98.1,-117.3
4075,4.11,991.79,20.78,0.6428,4.5155,8.6670,-0.5,-0.3,-0.4,-201.3,-83.7,-119.1
4085,4.11,991.78,20.78,0.6608,4.5226,8.6490,-0.5,-0.3,-0.3,-177.3,-93.3,-114.9
4095,4.11,991.82,20.78,0.7087,4.4819,8.6802,-0.4,-0.3,-0.3,-158.1,-76.5,-113.1
4105,4.11,991.77,20.78,0.7410,4.4795,8.6670,-0.2,-0.2,-0.4,-186.9,-88.5,-119.1
4115,4.11,991.80,20.78,0.7410,4.4795,8.6670,-0.2,-0.2,-0.4,-186.9,-88.5,-119.1
4125,4.11,991.77,20.78,0.7697,4.5466,8.6514,-0.1,-0.1,-0.4,-170.1,-66.9,-110.7
4135,4.11,991.82,20.78,0.7853,4.5214,8.6778,-0.2,-0.0,-0.5,-208.5,-90.9,-117.3
4145,4.11,991.75,20.78,0.7769,4.5346,8.6694,-0.1,0.2,-0.6,-186.9,-88.5,-111.3
4155,4.11,991.71,20.78,0.7171,4.5442,8.6826,-0.1,0.3,-0.7,-191.7,-93.3,-119.1
4165,4.11,991.69,20.78,0.7123,4.5095,8.6490,-0.3,0.4,-0.9,-196.5,-90.9,-112.5
4175,4.11,993.26,21.52,0.7123,4.5095,8.6490,-0.3,0.4,-0.9,-196.5,-90.9,-112.5
4185,4.11,993.36,21.52,0.7063,4.5394,8.6778,-0.2,0.6,-0.9,-220.5,-95.7,-117.9
4195,4.11,993.37,21.52,0.7290,4.5442,8.6790,-0.1,0.7,-0.8,-201.3,-71.7,-116.1
4205,4.11,993.37,21.52,0.7458,4.5250,8.7161,0.1,0.8,-0.9,-177.3,-95.7,-112.5
4215,4.11,993.32,21.52,0.7542,4.5657,8.7424,0.3,1.0,-0.9,-210.9,-95.7,-117.3
4225,4.11,993.29,21.52,0.8559,4.6376,8.6993,0.7,1.2,-1.1,-174.9,-50.1,-119.7
4235,4.11,993.36,21.52,1.0259,4.5550,8.7149,0.9,1.3,-1.4,-194.1,-78.9,-111.3
4245,4.11,993.33,21.52,1.2917,4.4544,8.7065,1.7,1.7,-1.9,-203.7,-88.5,-114.9
4255,4.11,993.22,21.52,1.3767,4.5047,8.7244,2.8,2.8,-2.6,-208.5,-95.7,-118.5
4265,4.11,993.28,21.52,1.2067,4.6328,8.7424,3.6,4.1,-3.6,-184.5,-102.9,-111.9
4275,4.11,993.27,21.52,0.9278,4.8183,8.6837,3.7,4.4,-4.6,-201.3,-76.5,-114.9
4285,4.11,993.25,21.52,0.6883,4.8063,8.6071,2.9,4.1,-5.2,-208.5,-107.7,-111.9
4295,4.11,993.22,21.52,0.5028,4.8399,8.5473,1.9,3.7,-5.6,-203.7,-93.3,-116.1
4305,4.11,993.26,21.52,0.5243,4.6866,8.5413,0.7,3.0,-5.8,-215.7,-83.7,-118.5
4315,4.11,993.20,21.52,0.7314,4.5190,8.6011,-0.0,2.9,-6.2,-208.5,-95.7,-111.9
4325,4.11,993.17,21.52,0.8571,4.4604,8.5628,-0.1,3.4,-7.3,-179.7,-93.3,-108.3
4335,4.11,993.27,21.52,0.7242,4.5023,8.5185,-0.5,3.9,-8.2,-182.1,-102.9,-116.7
4345,4.11,993.18,21.52,0.7171,4.4975,8.5150,-0.8,4.3,-8.6,-213.3,-86.1,-117.3
4355,4.11,993.22,21.52,0.6811,4.5023,8.5604,-1.3,4.3,-8.7,-206.1,-95.7,-114.9
4365,4.11,993.17,21.52,0.4956,4.4903,8.5592,-1.5,4.6,-8.9,-191.7,-81.3,-108.3
4375,4.11,993.21,21.52,0.4154,4.5119,8.5712,-1.3,4.3,-8.7,-191.7,-78.9,-111.9
4385,4.11,993.18,21.52,0.3831,4.4700,8.6119,-1.4,4.0,-8.1,-206.1,-83.7,-115.5
4395,4.11,993.10,21.52,0.1640,4.4927,8.6083,-1.6,4.1,-7.6,-201.3,-98.1,-108.3
4405,4.11,993.13,21.52,-0.0515,4.4975,8.6634,-1.5,3.4,-7.1,-148.5,-86.1,-111.9
4415,4.11,993.20,21.52,-0.0587,4.7716,8.7328,-1.1,2.3,-6.1,-210.9,-86.1,-108.3
4425,4.11,993.16,21.52,0.1915,4.8566,8.5652,-2.3,0.3,-5.1,-182.1,-86.1,-110.7
4435,4.11,993.21,21.52,0.4729,4.5526,8.6526,-3.5,-1.1,-4.3,-182.1,-98.1,-113.7
4445,4.11,993.09,21.52,0.0958,4.6040,8.7161,-3.7,-1.5,-3.3,-150.9,-107.7,-116.1
4455,4.11,993.13,21.52,-0.2059,4.5334,8.5916,-4.4,-2.5,-2.2,-203.7,-50.1,-117.3
4465,4.11,993.18,21.52,-0.0503,4.4592,8.7233,-4.9,-3.6,-0.9,-179.7,-98.1,-105.9
4475,4.11,993.08,21.52,0.0694,4.5131,8.7975,-4.7,-4.1,0.1,-194.1,-86.1,-111.9
4485,4.11,993.09,21.52,0.0970,4.5298,8.6706,-5.4,-4.7,0.5,-172.5,-90.9,-113.7
4495,4.11,993.11,21.52,0.2131,4.2784,8.5569,-6.2,-5.4,0.9,-198.9,-81.3,-111.9
4505,4.11,993.12,21.52,0.1089,4.3012,8.4874,-5.9,-5.7,1.1,-182.1,-98.1,-114.3
4515,4.11,993.08,21.52,0.0335,4.2162,8.4695,-5.8,-6.3,1.4,-198.9,-88.5,-117.3
4525,4.11,993.09,21.52,0.3256,4.0953,8.5030,-5.4,-7.1,1.6,-198.9,-69.3,-113.1
4535,4.11,993.08,21.52,0.5004,3.9636,8.4934,-4.6,-6.9,1.5,-186.9,-81.3,-116.1
4545,4.11,993.06,21.52,0.3388,4.0941,8.5126,-4.0,-6.6,1.2,-196.5,-71.7,-110.7
4555,4.11,993.12,21.52,0.3747,4.5346,8.4886,-4.3,-6.7,1.1,-191.7,-76.5,-119.7
4565,4.11,993.13,21.52,0.6381,4.9153,8.4755,-6.3,-6.5,1.4,-203.7,-74.1,-117.3
4575,4.11,993.14,21.52,0.6644,4.8542,8.5676,-9.3,-5.4,2.0,-189.3,-98.1,-119.7
4585,4.11,993.01,21.52,0.6369,4.5226,8.7161,-10.7,-5.0,2.3,-170.1,-81.3,-114.9
